Country;IDCountry;populationGroup;IDpopulationGroup;CategoryLevel;Category1;IDCategory1;Category2;IDCategory2;avg_consume [grams/day/person];avg_consume [grams/kg body weight]
Hungary;99;Very_elderly;13;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;20,223;0,299
United Kingdom;77;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486326;20,221;2,19
Portugal;180;Infants;1;2;Water and water based drinks;10489266;Water based beverages;10490622;20,2;2,244
Bulgaria;24;Infants;1;2;Vegetables;10486258;Other Vegetable products;10486636;20,193;2,17
United Kingdom;77;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;20,118;0,273
Italy;108;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;20,105;0,299
France;75;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;20,096;0,294
Netherlands;162;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;20,079;0,259
Estonia;63;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;20,07;0,29
Romania;185;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;20,069;0,289
Ireland;101;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;20,062;0,236
United Kingdom;77;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;20,06;0,27
Italy;108;Elderly;12;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;20,053;0,276
Austria;14;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;20,026;0,293
Bulgaria;24;Very_elderly;13;2;Fish and Seafood;10488027;Fish;10488273;20;0,323
Estonia;63;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;20;0,328
Estonia;63;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;20;0,232
Finland;70;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487947;20;0,27
Latvia;132;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;20;0,396
Latvia;132;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;20;0,323
Netherlands;162;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;20;0,217
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487760;20;0,552
Spain;67;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487892;20;0,286
Finland;70;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;19,971;0,375
France;75;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;19,955;0,284
Austria;14;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;19,933;0,411
Ireland;101;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;19,925;0,254
Portugal;180;Infants;1;2;Fish and Seafood;10488027;Fish;10488028;19,909;2,285
Spain;67;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;19,871;0,302
Latvia;132;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;19,845;0,251
Portugal;180;Infants;1;1;Fish and Seafood;10488027;NULL;NULL;19,84;2,271
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;19,801;0,264
Czech Republic;55;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;19,781;0,403
France;75;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;19,779;0,281
Czech Republic;55;Adolescents;7;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;19,756;0,47
Estonia;63;Infants;1;2;Fruits and fruit products;10487162;Processed Fruit;10487476;19,736;2,19
Austria;14;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;19,714;0,275
Portugal;180;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;19,674;0,279
Denmark;58;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;19,673;0,263
Ireland;101;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;19,662;0,273
Bulgaria;24;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10487951;19,655;2,192
Hungary;99;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;19,645;0,267
Cyprus;54;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;19,64;0,416
United Kingdom;77;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;19,632;0,263
Denmark;58;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;19,599;0,268
United Kingdom;77;Elderly;12;2;Vegetables;10486258;Legumes;10486507;19,599;0,256
Italy;108;Adults;10;2;Vegetables;10486258;Edible Flowers;10500959;19,593;0,283
Hungary;99;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;19,591;0,268
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;19,551;0,272
Czech Republic;55;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10487831;19,545;0,546
Netherlands;162;Adolescents;7;2;Vegetables;10486258;Processed Vegetables;10486762;19,543;0,373
Estonia;63;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;19,538;0,329
Austria;14;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;19,5;0,3
Denmark;58;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;19,494;0,409
Estonia;63;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;19,492;0,505
Latvia;132;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486260;19,491;2,486
Czech Republic;55;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;19,466;0,464
Sweden;193;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10490573;19,464;0,258
Portugal;180;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487760;19,453;0,263
France;75;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10487831;19,452;0,27
Denmark;58;Very_elderly;13;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;19,448;0,342
Finland;70;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486607;19,438;0,273
Germany;56;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486585;19,394;0,338
Czech Republic;55;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486260;19,392;0,415
Belgium;22;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486607;19,339;0,295
Hungary;99;Elderly;12;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;19,333;0,321
United Kingdom;77;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;19,32;0,26
Italy;108;Very_elderly;13;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;19,285;0,285
Croatia;97;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;19,262;0,259
Denmark;58;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;19,25;0,255
Estonia;63;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;19,231;0,26
Portugal;180;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;19,225;0,268
United Kingdom;77;Infants;1;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;19,215;2,111
Denmark;58;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;19,212;0,26
Spain;67;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;19,176;0,38
Belgium;22;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;19,176;0,267
Portugal;180;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;19,168;0,271
France;75;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;19,122;0,405
Cyprus;54;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;19,122;0,391
Finland;70;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;19,115;0,258
France;75;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487760;19,102;0,503
Denmark;58;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;19,098;0,26
Denmark;58;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;19,073;0,267
Finland;70;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486607;19,063;0,26
Denmark;58;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;19,045;0,262
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;19,037;0,318
Germany;56;Infants;1;2;Fruits and fruit products;10487162;Processed Fruit;10487476;19,032;2,284
Portugal;180;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486260;19,011;0,253
Germany;56;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486666;18,975;0,277
Sweden;193;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,952;0,47
Denmark;58;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;18,948;0,268
Bulgaria;24;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487760;18,917;0,269
Portugal;180;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;18,873;0,372
France;75;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;18,869;0,25
Sweden;193;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;18,863;0,247
France;75;Very_elderly;13;2;Fish and Seafood;10488027;Fish;10488273;18,827;0,303
Spain;67;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;18,815;0,254
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;18,813;0,392
France;75;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;18,809;0,27
Hungary;99;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;18,8;0,259
France;75;Infants;1;1;Meat and meat products;10487577;NULL;NULL;18,799;1,964
Sweden;193;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;18,792;0,25
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;18,788;0,296
Portugal;180;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488301;18,724;0,25
Netherlands;162;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487947;18,721;0,26
Portugal;180;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;18,694;0,268
France;75;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;18,689;0,383
Finland;70;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;18,633;0,218
Sweden;193;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;18,586;0,253
Spain;67;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10487951;18,586;1,818
Ireland;101;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;18,579;0,246
Finland;70;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;18,554;0,225
Ireland;101;Elderly;12;2;Vegetables;10486258;Other Vegetable products;10486636;18,554;0,239
Spain;67;Infants;1;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,554;2,082
Bulgaria;24;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,545;0,315
Sweden;193;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,536;0,266
Romania;185;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;18,489;0,243
France;75;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487951;18,445;0,252
Spain;67;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;18,445;0,254
Netherlands;162;Elderly;12;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;18,398;0,242
United Kingdom;77;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;18,369;0,251
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501080;18,361;0,25
Czech Republic;55;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,322;0,247
Hungary;99;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;18,293;0,272
Sweden;193;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;18,264;0,571
Portugal;180;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486260;18,252;0,254
Romania;185;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;18,25;0,244
Denmark;58;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;18,234;0,373
France;75;Elderly;12;2;Vegetables;10486258;Other Vegetable products;10486636;18,214;0,272
Ireland;101;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;18,212;0,278
Estonia;63;Infants;1;2;Fish and Seafood;10488027;Fish;10488028;18,182;1,917
Netherlands;162;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;18,163;0,233
Spain;67;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486607;18,15;0,456
Sweden;193;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;18,124;0,251
Spain;67;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486607;18,116;0,263
Czech Republic;55;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501179;18,111;0,224
Ireland;101;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;18,078;0,228
Finland;70;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;18,069;0,252
Spain;67;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,063;0,279
Austria;14;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;18,046;0,401
Finland;70;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;18,043;0,237
Germany;56;Very_elderly;13;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;18,023;0,232
France;75;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487760;18,018;0,216
Denmark;58;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;18,018;0,254
Netherlands;162;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;18,014;0,341
Spain;67;Adolescents;7;2;Vegetables;10486258;Processed Vegetables;10486762;18,01;0,337
Belgium;22;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;18;0,25
Estonia;63;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;17,994;0,232
Sweden;193;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;17,988;0,248
Denmark;58;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;17,986;0,243
Latvia;132;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486260;17,963;0,238
Sweden;193;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;17,963;0,248
United Kingdom;77;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;17,95;0,209
Finland;70;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;17,937;0,34
Netherlands;162;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;17,936;0,327
Denmark;58;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;17,927;0,248
Spain;67;Elderly;12;2;Vegetables;10486258;Other Vegetable products;10486636;17,898;0,288
Denmark;58;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;17,874;0,277
France;75;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;17,849;0,363
Germany;56;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;17,84;0,491
France;75;Elderly;12;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;17,838;0,242
France;75;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;17,834;0,246
Latvia;132;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10487951;17,8;2,062
United Kingdom;77;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;17,75;0,162
Denmark;58;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;17,742;0,231
Sweden;193;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;17,652;0,232
France;75;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;17,652;1,814
Spain;67;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;17,643;0,254
Ireland;101;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;17,627;0,241
France;75;Adolescents;7;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;17,617;0,349
Ireland;101;Elderly;12;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;17,616;0,216
France;75;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;17,523;0,324
Italy;108;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486326;17,511;1,853
United Kingdom;77;Infants;1;1;Meat and meat products;10487577;NULL;NULL;17,508;1,873
Estonia;63;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501080;17,5;2,273
France;75;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488439;17,5;0,233
United Kingdom;77;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488341;17,5;0,292
France;75;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;17,481;0,356
Cyprus;54;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;17,466;0,335
Spain;67;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;17,457;0,266
France;75;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486260;17,408;0,262
Romania;185;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;17,385;0,239
Austria;14;Very_elderly;13;2;Vegetables;10486258;Edible Flowers;10486301;17,375;0,23
Belgium;22;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;17,316;0,298
Finland;70;Infants;1;1;Meat and meat products;10487577;NULL;NULL;17,308;2,189
Denmark;58;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487951;17,3;0,223
United Kingdom;77;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;17,27;0,234
Latvia;132;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;17,25;0,24
United Kingdom;77;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486585;17,222;0,35
Italy;108;Infants;1;1;Fish and Seafood;10488027;NULL;NULL;17,205;1,721
Italy;108;Infants;1;2;Fish and Seafood;10488027;Fish;10488028;17,205;1,721
France;75;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486260;17,199;0,25
Sweden;193;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;17,188;0,266
France;75;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;17,188;0,363
France;75;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;17,182;0,258
Slovenia;196;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;17,181;0,243
Austria;14;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;17,143;0,273
Sweden;193;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;17,143;0,193
Spain;67;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;17,074;0,339
United Kingdom;77;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;17,07;0,233
Germany;56;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;17,067;0,444
Romania;185;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;17,046;0,235
Spain;67;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487951;16,989;0,232
Sweden;193;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;16,979;0,232
Belgium;22;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;16,949;0,242
Denmark;58;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487951;16,9;0,234
Germany;56;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;16,875;0,215
Estonia;63;Infants;1;1;Fish and Seafood;10488027;NULL;NULL;16,869;1,778
Ireland;101;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;16,867;0,227
United Kingdom;77;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488301;16,84;0,239
Germany;56;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486326;16,836;1,953
France;75;Very_elderly;13;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;16,786;0,239
Estonia;63;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;16,772;0,209
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;16,736;0,273
Croatia;97;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;16,723;0,221
Portugal;180;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;16,722;0,228
Spain;67;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;16,699;0,306
United Kingdom;77;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488341;16,688;0,278
France;75;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;16,672;0,226
France;75;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487675;16,667;0,238
Hungary;99;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487947;16,667;0,231
Hungary;99;Very_elderly;13;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;16,667;0,238
Latvia;132;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;16,667;0,205
Italy;108;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487795;16,618;0,273
Latvia;132;Elderly;12;2;Vegetables;10486258;Legumes;10486507;16,6;0,185
Italy;108;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;16,58;0,233
Cyprus;54;Adolescents;7;2;Vegetables;10486258;Processed Vegetables;10486762;16,574;0,322
Sweden;193;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;16,573;0,23
Hungary;99;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;16,556;0,243
Czech Republic;55;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;16,527;0,364
Portugal;180;Infants;1;2;Vegetables;10486258;Edible Flowers;10486301;16,517;1,957
Latvia;132;Infants;1;2;Fish and Seafood;10488027;Seafood;10488301;16,5;2,062
Austria;14;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487795;16,5;0,208
Germany;56;Elderly;12;2;Fish and Seafood;10488027;Fish;10488273;16,5;0,163
Sweden;193;Very_elderly;13;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;16,489;0,205
Italy;108;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;16,431;0,232
Latvia;132;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;16,429;0,243
Spain;67;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;16,418;0,226
Germany;56;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486260;16,394;1,801
Germany;56;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486585;16,392;0,426
Ireland;101;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;16,373;0,219
France;75;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487725;16,369;0,245
Portugal;180;Infants;1;1;Meat and meat products;10487577;NULL;NULL;16,357;1,883
Denmark;58;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;16,354;0,231
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;16,351;0,458
Latvia;132;Elderly;12;2;Fish and Seafood;10488027;Fish;10488273;16,333;0,218
United Kingdom;77;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;16,325;0,221
France;75;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487795;16,288;0,202
Latvia;132;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;16,266;0,336
United Kingdom;77;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;16,255;0,301
Germany;56;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486607;16,25;0,185
Portugal;180;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;16,189;1,865
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;16,173;0,192
Finland;70;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;16,167;0,288
Czech Republic;55;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;16,159;0,225
Spain;67;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10490573;16,158;1,686
Belgium;22;Very_elderly;13;2;Fish and Seafood;10488027;Fish;10488273;16,15;0,402
Sweden;193;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;16,143;0,401
Latvia;132;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10501078;16,138;0,354
Sweden;193;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;16,126;0,202
Romania;185;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;16,123;0,221
Sweden;193;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486260;16,12;0,404
Netherlands;162;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;16,117;0,3
Portugal;180;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;16,111;0,217
Ireland;101;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;16,06;0,218
Netherlands;162;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10488018;16,056;0,205
Portugal;180;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488301;16,012;0,221
Ireland;101;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;16,006;0,221
Denmark;58;Very_elderly;13;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;16,004;0,221
France;75;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;16,002;0,234
France;75;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;15,985;0,327
Spain;67;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;15,946;0,271
Italy;108;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;15,945;0,238
Sweden;193;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;15,928;0,227
Denmark;58;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;15,921;0,219
Spain;67;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;15,905;0,236
Denmark;58;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;15,899;0,216
United Kingdom;77;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;15,88;0,302
Estonia;63;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;15,861;0,205
Spain;67;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;15,777;0,224
Bulgaria;24;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486585;15,774;0,275
Denmark;58;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486326;15,741;1,678
Romania;185;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10501078;15,717;0,204
Bulgaria;24;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487760;15,7;0,286
Hungary;99;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10501078;15,677;0,214
United Kingdom;77;Elderly;12;2;Vegetables;10486258;Other Vegetable products;10486636;15,657;0,202
Finland;70;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488301;15,646;0,182
Latvia;132;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;15,618;0,199
Finland;70;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486326;15,616;1,927
Denmark;58;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;15,612;0,209
Sweden;193;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488301;15,606;0,196
Belgium;22;Very_elderly;13;2;Vegetables;10486258;Edible Flowers;10486301;15,603;0,221
